LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
DOC0IUXCNO,21,129256,202706,839,92,4,10.21,24,0.36,High School,Part-time,Married,Yes,No,Business,No,0
EJLUOBRIWL,64,61405,212582,650,87,1,24.66,48,0.74,Master's,Part-time,Divorced,Yes,No,Home,No,1
TZ54JKA5SI,21,136862,79563,834,84,2,3.09,60,0.72,PhD,Part-time,Married,No,Yes,Auto,No,0
950QDD7599,37,141040,226703,785,23,4,18.14,60,0.68,Bachelor's,Self-employed,Single,Yes,Yes,Education,No,0
QJ2VW7YOGA,27,33184,212185,579,61,2,15.55,36,0.35,Master's,Full-time,Divorced,Yes,No,Auto,No,1
WSKBFXN2K9,41,28983,69303,543,35,4,10.88,48,0.44,Bachelor's,Full-time,Married,No,Yes,Home,No,0
KKRLW3NZ94,52,24991,164970,619,20,4,21.13,12,0.77,Bachelor's,Self-employed,Single,No,Yes,Home,Yes,0
U0CYR4DOY8,43,149475,234097,826,30,1,22.22,36,0.64,Bachelor's,Part-time,Single,Yes,No,Auto,No,0
C8FDH7TCO4,54,141764,106732,768,3,2,7.95,36,0.83,Bachelor's,Self-employed,Married,No,Yes,Other,No,0
OMNJDKN3QN,55,71502,15138,551,51,3,6.63,48,0.34,Master's,Part-time,Divorced,Yes,No,Business,Yes,0
548K0R43SA,38,118754,51753,752,118,4,6.16,24,0.41,PhD,Full-time,Single,No,No,Home,No,0
HJBW5RUPLA,57,140876,236660,831,14,3,17.55,12,0.69,Master's,Part-time,Married,Yes,Yes,Business,No,0
5BTE9WGFEM,56,52458,145719,681,53,3,6.37,36,0.83,Master's,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
YBBMEYP67Q,38,121295,208404,588,30,1,11.13,12,0.38,Bachelor's,Full-time,Married,No,No,Education,Yes,0
VJRVNRKZ8M,27,56484,23252,328,97,1,3.4,12,0.85,High School,Unemployed,Single,Yes,Yes,Home,Yes,0
63HS1EHX8C,55,116714,211663,632,24,4,17.53,48,0.21,PhD,Full-time,Married,No,No,Auto,No,0
SCQYJM3AN3,63,54211,83680,509,87,3,7.27,48,0.38,Master's,Unemployed,Single,Yes,Yes,Business,No,0
02EHW6IWOV,21,69880,101457,769,50,3,14.1,36,0.31,High School,Part-time,Married,No,Yes,Other,No,1
UVHQAX946S,62,78170,194872,690,40,4,20.71,24,0.85,Master's,Full-time,Single,No,Yes,Auto,No,0
MT1JPPZ2FX,37,16974,156409,553,30,3,24.71,12,0.25,Master's,Unemployed,Divorced,No,No,Business,Yes,1
0KMRX3CR6I,34,117238,119513,362,16,3,14.21,60,0.19,High School,Unemployed,Divorced,No,No,Education,Yes,0
8SX0QTFOHZ,24,19746,150414,580,52,2,5.83,36,0.36,Master's,Self-employed,Married,Yes,No,Education,Yes,0
Y0Z2Y1QX4Y,21,112831,84786,705,91,4,2.56,60,0.58,PhD,Self-employed,Married,No,No,Business,Yes,0
OTN33SXBPQ,46,47927,187075,451,4,1,12.78,12,0.21,Bachelor's,Part-time,Single,Yes,No,Education,Yes,0
EUWZURYO60,31,19943,214260,385,22,2,22.82,24,0.35,Master's,Self-employed,Single,Yes,No,Education,Yes,1
4GY169GWRN,20,148583,54977,808,44,4,21.18,60,0.76,Bachelor's,Full-time,Married,No,Yes,Home,No,0
0IZ48SM2WA,41,140994,187945,480,114,3,13.63,48,0.86,Bachelor's,Self-employed,Divorced,Yes,No,Education,Yes,0
YYR0SFERCO,54,102159,80336,454,22,4,2.76,12,0.48,Master's,Part-time,Married,No,No,Education,Yes,0
RLW3YCY0I6,33,119883,41027,462,26,3,14.11,12,0.1,Master's,Unemployed,Married,Yes,Yes,Home,No,0
7TKLX9RW92,69,107565,220062,579,112,1,10.1,12,0.32,PhD,Part-time,Married,Yes,Yes,Home,No,0
9IJ50NU6S8,21,19035,97597,376,91,1,3.17,24,0.36,High School,Unemployed,Divorced,Yes,Yes,Other,No,0
HCXD0L49HR,41,77594,80996,391,79,3,7.28,60,0.2,High School,Full-time,Divorced,No,Yes,Other,Yes,0
PGUTMJA45Y,51,123531,95107,393,52,2,8.81,48,0.16,Bachelor's,Unemployed,Married,No,Yes,Education,Yes,0
5RTAFK8N4W,47,79575,122646,446,41,2,19.76,24,0.11,Master's,Self-employed,Single,No,Yes,Auto,No,0
PORV3YUSJ7,35,67140,12563,680,16,1,15.58,12,0.5,High School,Self-employed,Married,No,No,Other,No,0
5K87QCJ6PZ,36,59313,36317,348,59,1,12.24,12,0.8,Master's,Self-employed,Married,No,Yes,Auto,Yes,1
7K88D93ZVK,48,20185,50646,642,5,1,5.11,60,0.63,Bachelor's,Unemployed,Single,Yes,No,Home,Yes,0
H15XN0PHPN,36,27142,31180,498,90,3,19.94,12,0.55,Master's,Part-time,Divorced,Yes,Yes,Education,Yes,0
22XAT965LR,66,31753,16594,742,92,4,17.54,12,0.77,High School,Self-employed,Married,No,No,Home,Yes,1
RMKNS0NJS8,63,76855,107983,342,67,3,12.39,48,0.65,Master's,Self-employed,Married,No,No,Business,Yes,0
DLE0HJBB31,36,40112,39311,394,37,4,4.37,60,0.83,Bachelor's,Unemployed,Single,No,Yes,Education,No,0
PTROB9OUFV,39,33685,38452,367,62,1,7.11,36,0.2,PhD,Full-time,Divorced,Yes,No,Other,Yes,0
JM7O7A8Z53,41,49849,32582,770,84,4,12.91,24,0.1,PhD,Unemployed,Divorced,No,No,Home,No,0
SJ0ZIC917Q,62,48900,123712,310,20,1,19.59,60,0.67,PhD,Self-employed,Married,Yes,Yes,Auto,Yes,0
UFS838W9TZ,29,18897,226172,704,74,2,20.55,24,0.36,PhD,Full-time,Married,Yes,Yes,Business,Yes,1
BWFH8WQ2H1,47,45452,160852,612,79,1,12.98,48,0.8,High School,Self-employed,Single,No,No,Other,Yes,0
AH100P1CAS,55,112188,136082,481,98,2,2.5,36,0.31,Bachelor's,Unemployed,Single,No,Yes,Education,Yes,0
Q39ODYDCHY,48,148084,19377,531,88,3,20.3,36,0.69,High School,Self-employed,Single,Yes,No,Other,Yes,0
4LB3VDKG54,53,46254,46700,832,59,1,11.5,12,0.61,Bachelor's,Part-time,Single,Yes,Yes,Auto,No,0
MAK9GL37FU,36,70171,36266,608,58,4,24.34,48,0.5,PhD,Full-time,Single,Yes,No,Business,Yes,0
A6AVRGHNIR,65,87894,79142,573,95,1,16.49,60,0.84,Master's,Self-employed,Divorced,Yes,Yes,Auto,No,0
X9LSBYNQB2,62,132418,133047,679,50,3,24.16,24,0.5,PhD,Unemployed,Single,No,No,Education,No,0
TFNW2YKLJQ,53,49685,22643,381,11,1,8.74,36,0.69,Bachelor's,Part-time,Divorced,No,No,Business,No,0
LKXYFFZYU0,47,130025,168414,471,74,4,22.48,48,0.8,Master's,Unemployed,Single,Yes,No,Home,Yes,0
2L8ECV7TSK,66,109453,86274,415,44,1,22.58,60,0.89,PhD,Full-time,Married,Yes,No,Auto,No,0
QHD6CD4R7W,50,53743,77811,669,19,1,22.77,36,0.12,Bachelor's,Unemployed,Single,Yes,No,Business,Yes,1
YAN4ZOO0UE,35,34711,211007,532,86,1,13.28,36,0.35,Bachelor's,Full-time,Married,Yes,Yes,Auto,No,0
GO13JE88W4,69,73667,69974,415,58,4,10.2,12,0.55,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,Yes,0
KJMEDAWURV,66,146428,20296,588,88,3,10.85,12,0.71,PhD,Full-time,Single,No,Yes,Auto,No,0
J65C9IGHEE,45,125670,29290,300,78,4,20.03,60,0.73,PhD,Part-time,Divorced,Yes,Yes,Auto,No,0
MNAKBKHQ7N,64,46007,9345,574,93,2,19.22,12,0.81,High School,Part-time,Single,No,Yes,Business,No,0
T6QY974T3C,28,84446,234706,576,0,2,19.63,24,0.63,PhD,Self-employed,Married,Yes,Yes,Other,Yes,0
9TJ6Y0Z08F,62,114662,242187,395,78,2,3.7,12,0.25,Master's,Self-employed,Divorced,No,No,Education,Yes,0
SRTUA2TDQX,50,100274,26306,821,39,2,12.56,24,0.64,Bachelor's,Part-time,Divorced,No,Yes,Business,No,0
1XFBHTSKHM,34,63901,117763,626,67,2,21.18,60,0.71,High School,Self-employed,Divorced,No,Yes,Education,Yes,0
S3DDOJ4A9O,23,119180,39650,435,75,4,11.63,12,0.53,Master's,Unemployed,Married,Yes,No,Education,No,0
PD08E40L5J,21,103353,231308,826,69,3,6.8,36,0.88,Master's,Self-employed,Married,No,Yes,Auto,Yes,0
JP4WLQ3486,37,113080,48125,403,28,1,6.74,36,0.45,Bachelor's,Self-employed,Single,Yes,Yes,Business,Yes,0
U70GLCPVNG,65,142538,244120,430,30,4,11.9,48,0.53,Bachelor's,Full-time,Married,Yes,Yes,Auto,No,0
EHWN0CF0WQ,64,68466,157499,724,94,1,6.26,24,0.78,PhD,Self-employed,Divorced,Yes,No,Business,Yes,0
D2NCUSQ1L0,44,147656,92484,354,15,4,23.43,36,0.58,Master's,Full-time,Divorced,No,No,Business,Yes,0
JHHBDOXGX4,32,69268,34252,410,76,4,20.01,36,0.84,Bachelor's,Unemployed,Married,Yes,Yes,Home,Yes,0
E85OJY72KP,23,131543,196698,684,48,4,11.67,36,0.37,High School,Unemployed,Single,No,No,Business,Yes,0
L3HK31X18H,64,149105,50603,589,35,1,12.91,36,0.23,Bachelor's,Full-time,Married,No,No,Home,No,0
TUNADYH8PB,31,81864,132925,316,22,2,7.45,36,0.54,High School,Part-time,Divorced,Yes,Yes,Business,Yes,0
VQ9H0IUJDW,28,70598,216470,587,72,3,14.23,12,0.33,High School,Self-employed,Divorced,Yes,Yes,Other,Yes,1
YGW8L7BWF9,56,30343,91679,515,71,3,22.87,48,0.81,High School,Unemployed,Married,Yes,Yes,Business,No,0
DUC07S0RON,26,47117,28082,372,75,3,3.19,36,0.29,High School,Full-time,Single,No,Yes,Other,Yes,0
UO5CHXH4WM,43,91963,39922,461,3,1,7.61,12,0.24,Bachelor's,Unemployed,Married,Yes,No,Business,Yes,1
XQ5E2MIXWC,33,51516,218572,523,38,1,4.14,24,0.43,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,0
N7ZKO0ZKUO,22,115547,54205,635,86,4,5.91,48,0.56,PhD,Full-time,Married,Yes,No,Education,Yes,0
W176Q3BZAU,69,28013,31226,663,35,3,3.08,12,0.69,Bachelor's,Unemployed,Divorced,No,No,Education,Yes,0
G93A6DLJ0F,27,16013,67252,685,49,2,18.84,48,0.75,Bachelor's,Full-time,Married,No,Yes,Education,Yes,0
B7N3JFZYOQ,67,50324,92938,682,9,1,24.55,24,0.38,PhD,Part-time,Divorced,No,No,Business,No,0
7SALE9H5K1,20,102370,126288,425,118,2,22.86,24,0.44,High School,Self-employed,Single,Yes,No,Business,Yes,0
KPQ2EC1UZ1,30,98355,22511,352,115,4,12.9,36,0.21,High School,Part-time,Divorced,No,Yes,Education,Yes,0
FMIHPUZEWV,60,84578,36080,706,56,4,5.67,24,0.17,Master's,Self-employed,Married,No,No,Other,No,0
OH29W4BEAU,66,127129,162556,424,87,3,5.37,60,0.86,Master's,Full-time,Married,No,Yes,Other,Yes,0
F97HHU3L9N,47,146067,211636,715,97,4,10.67,24,0.6,Bachelor's,Part-time,Married,No,No,Other,No,0
MP9ZCGKOJ7,62,39012,113518,462,82,2,10.36,24,0.21,Master's,Part-time,Married,Yes,No,Other,Yes,0
3OEIPJMX9U,23,147812,75086,693,62,4,8.1,60,0.27,PhD,Self-employed,Married,Yes,Yes,Other,No,0
SBS14KEFXS,34,38449,109144,306,30,1,2.51,24,0.17,Bachelor's,Full-time,Married,No,No,Education,No,0
2CEBEJY53V,62,125130,34767,417,3,3,17.76,36,0.28,PhD,Part-time,Single,No,Yes,Auto,Yes,0
6DJ95Q3S7U,68,83839,193808,632,33,3,10.59,12,0.44,High School,Full-time,Single,No,Yes,Home,No,0
9PSZEX88MJ,36,76477,47389,517,52,1,13.23,48,0.76,Bachelor's,Full-time,Married,Yes,Yes,Education,Yes,0
PK7KPTUOB3,59,131726,29254,686,115,4,24.99,60,0.67,Bachelor's,Full-time,Divorced,Yes,Yes,Other,No,0
TMCS35JCP3,52,66924,171015,307,0,4,3.46,24,0.7,High School,Full-time,Married,Yes,No,Business,Yes,0
SVIJQZ2ASA,63,25704,216765,438,7,2,24.11,60,0.32,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,0
C7JYB7NMEQ,43,89842,11070,624,23,2,23.76,48,0.71,High School,Self-employed,Married,No,No,Business,No,0
W6XZ67UM1X,68,20696,178761,448,55,2,4.88,24,0.6,PhD,Full-time,Married,No,Yes,Auto,Yes,0
2K9USHXL27,22,58512,244369,501,49,2,11.74,36,0.79,High School,Self-employed,Single,Yes,Yes,Other,Yes,0
9AHO07ZLI2,46,131373,33864,496,31,3,2.06,24,0.59,High School,Unemployed,Single,Yes,No,Business,Yes,0
MXFJUFBOJZ,54,93557,62383,503,114,1,9.02,24,0.37,Bachelor's,Self-employed,Single,No,No,Education,Yes,0
LI2I34QKQ3,37,52642,240040,405,108,1,19.29,24,0.44,High School,Self-employed,Divorced,No,Yes,Business,Yes,0
Z0LUPG5OZ2,66,106662,136553,826,20,1,24.47,12,0.45,Bachelor's,Unemployed,Married,No,No,Auto,Yes,0
T3B606PBKR,38,135228,26419,714,48,1,9.73,24,0.33,High School,Self-employed,Divorced,Yes,Yes,Other,No,0
GBKBC345T8,27,119199,197142,482,35,4,3.63,48,0.14,Bachelor's,Self-employed,Divorced,Yes,No,Education,No,0
IOST0T9507,22,140426,147912,314,69,4,16.1,48,0.57,High School,Full-time,Divorced,Yes,No,Education,No,0
XE66HM2D7U,53,114556,189017,415,62,3,16.82,36,0.14,Bachelor's,Self-employed,Married,No,No,Business,Yes,1
KSJW641IMM,23,59860,204380,388,72,4,20.7,12,0.88,Master's,Unemployed,Single,Yes,Yes,Home,No,0
ON4DD1VB7C,43,77009,183562,791,15,4,18.54,12,0.52,Bachelor's,Part-time,Single,No,Yes,Business,No,0
VM9G2OSQO4,21,89941,208205,616,86,3,3.53,12,0.45,Bachelor's,Self-employed,Married,Yes,No,Auto,Yes,0
8M90271Y5A,56,56160,100149,469,23,3,14.86,48,0.43,High School,Self-employed,Married,No,No,Home,No,0
4BPTVTLCP1,56,77457,181728,534,3,4,24.61,24,0.17,Master's,Unemployed,Divorced,No,No,Business,Yes,0
DQEPTUA2K9,67,45368,17910,608,54,4,21.06,24,0.79,Master's,Self-employed,Married,No,Yes,Other,Yes,0
GQB8RGOQ6H,52,145146,65326,510,86,2,17.23,12,0.31,Bachelor's,Self-employed,Married,No,Yes,Auto,Yes,0
WTNBULLJIC,18,53874,132866,630,99,1,15.34,36,0.6,Master's,Unemployed,Divorced,Yes,Yes,Other,Yes,0
YA2A19GLYO,41,53114,241410,638,0,4,3.36,12,0.77,High School,Self-employed,Married,Yes,No,Auto,Yes,0
49WZNM0Z5L,53,74471,166535,628,57,2,9.71,48,0.63,Bachelor's,Full-time,Divorced,No,Yes,Education,No,0
0RI0UN89ZW,23,141403,165850,701,80,3,22.06,60,0.12,High School,Unemployed,Married,Yes,Yes,Education,No,0
MY9L15NJ79,58,100339,155638,509,0,1,18.79,24,0.56,PhD,Part-time,Single,Yes,Yes,Home,Yes,0
AIXO8EF0VP,63,77115,166642,488,88,2,8.56,12,0.24,Bachelor's,Self-employed,Single,Yes,Yes,Business,No,0
I3YG5KHCMM,61,23850,146421,775,32,4,21.45,24,0.1,PhD,Self-employed,Single,Yes,No,Auto,No,0
APNOA3CM8L,48,40470,129085,427,99,1,14.79,24,0.63,PhD,Unemployed,Single,Yes,No,Education,Yes,0
OBO00QXVD5,37,136451,157810,790,2,4,14.79,24,0.6,Master's,Full-time,Divorced,No,Yes,Auto,No,0
SSCNA2U2ZU,41,102980,139148,615,4,2,20.03,12,0.84,PhD,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
IZI1ROFZRJ,42,52310,95945,330,113,4,10.25,12,0.36,Bachelor's,Self-employed,Divorced,Yes,No,Education,No,0
08LVPC5O6D,53,103206,220181,659,101,3,20.73,60,0.11,Master's,Unemployed,Married,Yes,No,Auto,Yes,0
FIGZ5GQDEN,38,87168,23264,543,65,2,12.32,48,0.77,Master's,Self-employed,Single,No,Yes,Home,Yes,0
UKKR6E1TY2,47,66423,171329,469,26,1,5.71,12,0.29,High School,Self-employed,Divorced,No,No,Other,No,0
JFUS1JPLMR,41,138731,99474,548,118,1,19.71,12,0.61,Master's,Full-time,Divorced,Yes,No,Home,No,0
87G39LF7FI,61,26648,196508,846,50,4,23.57,12,0.87,Bachelor's,Full-time,Single,Yes,Yes,Business,No,1
63521CT39R,59,36350,193518,482,105,4,12.42,12,0.86,Master's,Unemployed,Single,Yes,Yes,Home,No,0
IG122BKJQJ,47,48945,199355,441,112,4,23.26,60,0.25,High School,Part-time,Divorced,No,Yes,Home,No,1
WSYIE3CYO5,39,47274,168365,380,47,1,17.05,24,0.19,Bachelor's,Self-employed,Divorced,No,Yes,Business,No,0
JGDJQ8UJX7,45,72910,191015,770,56,1,19.64,12,0.88,Bachelor's,Self-employed,Divorced,Yes,No,Education,No,0
T77A5WYP72,24,147647,202763,355,93,3,23.66,12,0.28,Master's,Full-time,Single,No,No,Home,No,0
DPEHYH9FFX,52,82578,248597,681,93,4,9.38,60,0.67,High School,Part-time,Married,No,Yes,Auto,Yes,0
ZB8Q8QD8W8,45,28105,112232,364,31,3,15.39,48,0.53,PhD,Part-time,Married,No,Yes,Education,Yes,0
92PRAOU6SI,31,102606,35758,596,93,1,11.1,12,0.1,Bachelor's,Self-employed,Married,Yes,Yes,Auto,No,0
4HLB72OPK6,27,48460,174584,445,3,4,9.78,48,0.61,Bachelor's,Unemployed,Divorced,Yes,No,Auto,Yes,1
5V4N2VDV96,33,36002,177357,341,15,2,17.1,24,0.24,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,0
VEZMEJK31O,33,52035,238175,630,81,1,12.4,48,0.31,Master's,Self-employed,Married,Yes,Yes,Other,No,0
PVWK87EZ2B,48,102626,10333,836,21,3,13.33,24,0.48,Master's,Full-time,Divorced,Yes,No,Business,No,0
5PPAB558BN,59,140711,37391,323,13,3,7.5,60,0.2,High School,Unemployed,Divorced,No,No,Education,Yes,0
IWEJCXPXB8,42,17766,137164,414,99,1,14.87,36,0.36,High School,Part-time,Married,No,No,Education,No,0
SYUM6UPOZE,30,73829,220800,718,51,4,10.02,48,0.11,Master's,Self-employed,Divorced,Yes,No,Home,No,0
SXA5YZEJC0,23,136794,10786,315,87,1,22.48,60,0.77,Master's,Full-time,Married,No,Yes,Auto,No,0
UPBGGVV169,61,104044,92189,348,104,1,9.31,60,0.83,High School,Full-time,Married,No,No,Business,Yes,0
0QNR105YN2,26,53814,236106,480,116,4,17.12,36,0.55,PhD,Full-time,Married,Yes,No,Home,Yes,0
GVGQ6DZCOY,62,141487,201871,374,40,1,8.18,24,0.6,High School,Unemployed,Single,Yes,Yes,Business,Yes,0
50UGGQ8CM3,53,125275,220594,442,30,1,15.72,48,0.61,Master's,Full-time,Single,Yes,Yes,Auto,Yes,0
FRXL2LW5I9,60,135620,222810,522,100,1,6.82,36,0.71,Master's,Part-time,Married,Yes,Yes,Other,No,0
C4UHK8XPAZ,37,135406,187502,677,8,3,21.05,60,0.59,High School,Full-time,Married,No,Yes,Business,No,1
7N600QY018,35,47001,148983,775,67,3,22.11,12,0.27,PhD,Part-time,Divorced,Yes,Yes,Education,No,0
P71ZN8GS1V,60,95430,65831,564,114,4,4.32,48,0.45,High School,Part-time,Divorced,No,Yes,Other,No,0
HWAJLQASAJ,38,82353,122780,841,99,4,4.25,36,0.69,High School,Unemployed,Married,Yes,No,Home,No,0
GW6YJ0KHMF,21,30698,50483,424,104,4,18.83,12,0.59,High School,Full-time,Divorced,Yes,Yes,Home,Yes,0
ETP73HJAOH,67,103027,87023,665,100,4,5.77,48,0.79,PhD,Self-employed,Married,No,No,Business,No,0
YH77YDY1YH,50,54086,130683,753,1,2,21.77,36,0.87,High School,Self-employed,Single,No,Yes,Education,Yes,1
7K0PSKKGDO,44,136423,209638,464,82,3,8.68,24,0.71,Master's,Full-time,Married,No,Yes,Auto,Yes,0
3966GLPNED,24,84250,120005,510,82,3,4.02,48,0.26,High School,Unemployed,Divorced,No,Yes,Other,No,0
K08B3B98QZ,23,90325,43387,310,91,4,23.8,12,0.65,Master's,Full-time,Divorced,No,No,Other,Yes,0
LNG9NGKVZX,32,84970,18310,373,37,4,3.1,60,0.7,High School,Full-time,Married,Yes,No,Home,Yes,0
EIHHFWFECL,35,102126,130959,798,55,3,9.52,24,0.53,High School,Unemployed,Married,Yes,No,Business,Yes,0
4UPMWRF1AE,49,135749,130449,727,18,2,25,60,0.25,Master's,Self-employed,Married,Yes,No,Education,No,0
YPAGO465GZ,28,53231,122353,457,109,4,15.06,12,0.25,High School,Part-time,Divorced,No,Yes,Education,Yes,0
CSTRLDMFI3,37,72777,205808,745,24,3,14.53,36,0.75,PhD,Part-time,Married,No,No,Auto,Yes,0
C7D6Q3DLCG,41,26990,192091,819,109,1,5.78,60,0.84,Bachelor's,Self-employed,Divorced,No,No,Other,Yes,0
GR38BQJJG7,32,28122,90877,651,31,4,9.65,24,0.16,PhD,Unemployed,Single,Yes,Yes,Education,No,0
2UW37JQT8Z,65,131399,31085,471,96,1,5.28,12,0.48,Master's,Full-time,Divorced,Yes,No,Home,Yes,0
SUWMH5DFL8,24,20855,48827,755,107,3,21.78,12,0.64,High School,Full-time,Divorced,Yes,Yes,Other,No,0
MIG0WOZTQA,38,70824,210401,556,6,1,14.99,60,0.73,PhD,Part-time,Married,No,No,Other,Yes,1
IJICIOT0Q7,59,117791,14765,748,83,3,20.25,12,0.28,PhD,Full-time,Married,Yes,Yes,Business,No,0
TRYKT3J6VM,43,97452,151887,445,82,2,20.3,48,0.56,High School,Full-time,Married,Yes,No,Other,Yes,0
JWR6WA7A74,61,62852,47771,472,116,2,6.47,36,0.88,Master's,Part-time,Single,Yes,Yes,Auto,Yes,0
ASZXH7Q3EB,31,21321,164037,346,86,2,8.98,48,0.26,PhD,Full-time,Divorced,Yes,No,Business,Yes,0
G1E9HKNEU8,54,104473,74078,594,17,1,15.72,12,0.13,Master's,Full-time,Married,Yes,No,Home,No,0
KU7BXEMTHE,38,115853,29989,611,115,4,18.2,48,0.74,Bachelor's,Self-employed,Divorced,No,Yes,Business,Yes,0
2DMH6LGI6A,35,27246,244246,647,110,4,22.35,24,0.75,Master's,Full-time,Divorced,No,Yes,Other,No,0
V3HJZIFQBJ,22,130011,230991,486,98,3,20.92,48,0.79,PhD,Full-time,Single,Yes,No,Business,No,0
2SU6DUKAR4,20,49180,87479,426,73,1,4.52,60,0.52,Master's,Part-time,Divorced,No,Yes,Auto,Yes,0
J9F4UGIDCX,40,35987,18630,583,13,2,17.82,60,0.46,Master's,Self-employed,Divorced,No,No,Auto,No,0
DFFBWHB6M6,43,73308,227658,647,83,3,7.13,12,0.7,High School,Unemployed,Single,No,No,Other,No,0
XFVBINJLTO,54,117621,100807,371,25,1,15.32,12,0.11,High School,Self-employed,Divorced,Yes,No,Home,No,0
8GJDFHDRTP,41,31394,59196,576,44,4,14.74,12,0.6,PhD,Full-time,Single,No,Yes,Home,No,0
SYVXJW7ARY,66,73662,123044,770,91,4,7.95,24,0.78,Master's,Unemployed,Single,No,No,Business,No,0
HL6ZFFV6WO,36,22490,191369,613,69,2,12.75,12,0.16,Bachelor's,Unemployed,Married,No,No,Other,Yes,1
1ZBTU8ZBXA,68,124530,193561,750,42,1,4.34,48,0.81,High School,Unemployed,Married,No,No,Education,Yes,0
MUEZFU8PML,42,49754,150626,591,34,2,6.78,60,0.4,Master's,Unemployed,Single,No,No,Education,Yes,1
VJMP21ICHL,38,62995,193620,447,36,1,24.02,24,0.17,High School,Full-time,Divorced,No,No,Business,Yes,1
KHH495BSPY,29,74746,230197,363,78,4,5.8,36,0.13,Bachelor's,Self-employed,Single,No,Yes,Auto,Yes,0
LJMNQWPEIU,58,86998,97568,475,83,2,15.79,48,0.73,Master's,Full-time,Divorced,Yes,Yes,Home,No,0
5RLE19U9UO,50,88422,107079,496,117,2,11.3,60,0.64,PhD,Self-employed,Divorced,No,No,Business,No,0
B40RW6H4VL,67,85596,30223,499,35,1,6.07,48,0.15,High School,Part-time,Divorced,No,Yes,Home,No,0
A4932ZIHBF,21,137905,213714,775,76,2,22.87,48,0.49,Master's,Self-employed,Married,No,No,Education,No,0
YM6KZIJSTV,59,63136,12423,367,119,1,23.18,36,0.44,PhD,Unemployed,Divorced,No,Yes,Education,No,0
V3058BFAMX,24,18951,104401,394,82,1,7.73,24,0.27,Master's,Part-time,Single,Yes,No,Auto,Yes,0
W7RJVBRTRS,39,142174,233401,666,54,1,24.42,12,0.81,High School,Unemployed,Single,No,Yes,Business,Yes,0
OHFNUK6H8W,50,51481,180849,445,109,2,11.13,60,0.64,Master's,Full-time,Divorced,Yes,Yes,Education,Yes,0
ZT524M4J6F,34,139628,240139,687,35,1,10.74,48,0.59,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,Yes,0
5LL474D4AN,41,86161,191003,478,30,2,20.94,12,0.49,Master's,Unemployed,Single,Yes,No,Home,Yes,0
OU8QBOEYYV,51,114635,228333,719,73,1,4.1,24,0.57,Bachelor's,Self-employed,Married,Yes,No,Home,Yes,0
XXP2FCF7FL,45,129927,245983,529,43,2,22.51,48,0.88,Master's,Full-time,Divorced,No,Yes,Business,No,0
Y7ZCOCH5UJ,60,124679,41867,757,57,2,16.6,36,0.2,PhD,Full-time,Divorced,No,Yes,Other,No,0
T5F84IF5L6,58,122341,42425,555,79,4,23.1,36,0.74,PhD,Self-employed,Divorced,Yes,No,Auto,Yes,0
WKJJHK1QXI,56,116007,161387,665,89,3,22.86,48,0.4,Master's,Part-time,Divorced,Yes,Yes,Home,Yes,0
6VHIK76VXY,39,62492,193082,322,103,1,18.06,60,0.67,Master's,Full-time,Married,Yes,Yes,Home,Yes,0
Y6J2TM6LTI,66,84819,194689,689,88,3,11.66,36,0.37,High School,Self-employed,Divorced,No,No,Business,No,0
3VPO8MDY69,34,66138,136803,417,87,1,3.92,24,0.81,Bachelor's,Unemployed,Married,Yes,Yes,Auto,No,0
O44AQR4L1E,51,48742,50044,488,37,2,5.05,36,0.25,PhD,Part-time,Single,No,No,Other,No,0
8SGM4HIPGP,23,126043,15341,336,44,1,16.06,48,0.38,Bachelor's,Full-time,Divorced,Yes,No,Other,Yes,0
MHDQ2GZQD7,63,23873,6056,789,85,2,22.4,36,0.72,PhD,Unemployed,Divorced,Yes,Yes,Auto,No,0
FBIU37KFRU,23,46862,189528,845,68,2,5.65,36,0.59,Master's,Self-employed,Married,Yes,No,Other,Yes,0
N02FO7NSGC,51,58312,100717,385,25,3,5.14,36,0.72,Bachelor's,Self-employed,Single,Yes,No,Home,No,0
CIZZVRIA0W,18,56972,244254,503,78,4,17.55,12,0.43,Bachelor's,Self-employed,Single,No,No,Education,No,0
OA1TKSVHS0,27,24382,175025,444,114,1,5.58,60,0.31,High School,Full-time,Married,No,Yes,Other,Yes,0
MC7HTT1KK4,38,132240,186391,581,30,2,13.39,60,0.12,PhD,Self-employed,Married,No,Yes,Home,No,0
97TJI518UH,22,39527,206587,746,99,4,18.17,48,0.24,PhD,Self-employed,Divorced,No,Yes,Other,No,0
MYPWI8NPUB,19,18448,79647,704,86,4,3.39,60,0.19,PhD,Unemployed,Married,No,Yes,Home,No,1
53C7D6SB35,39,72744,42410,711,108,2,13.73,12,0.49,Bachelor's,Part-time,Single,No,Yes,Auto,Yes,0
